Date,Time,plates
2026-06-01,13:46:30.133202,[]
2026-06-01,13:46:30.166535,[]
2026-06-01,13:46:30.199868,[]
2026-06-01,13:46:30.233201,[]
2026-06-01,13:46:30.266534,[]
2026-06-01,13:46:30.299867,[]
2026-06-01,13:46:30.333200,[]
2026-06-01,13:46:30.366533,[]
2026-06-01,13:46:30.399866,[]
2026-06-01,13:46:30.433199,[]
2026-06-01,13:46:30.466532,[]
2026-06-01,13:46:30.499865,[]
2026-06-01,13:46:30.533198,[]
2026-06-01,13:46:30.566531,[]
2026-06-01,13:46:30.599864,[]
2026-06-01,13:46:30.633197,[]
2026-06-01,13:46:30.666530,[]
2026-06-01,13:46:30.699863,[]
2026-06-01,13:46:30.733196,[]
2026-06-01,13:46:30.766529,[]
2026-06-01,13:46:30.799862,[]
2026-06-01,13:46:30.833195,[]
2026-06-01,13:46:30.866528,[]
2026-06-01,13:46:30.899861,[]
2026-06-01,13:46:30.933194,[]
2026-06-01,13:46:30.966527,[]
2026-06-01,13:46:30.999860,[]
2026-06-01,13:46:31.033193,[]
2026-06-01,13:46:31.066526,[]
2026-06-01,13:46:31.099859,[]
2026-06-01,13:46:31.133192,[]
2026-06-01,13:46:31.166525,[]
2026-06-01,13:46:31.199858,[]
2026-06-01,13:46:31.233191,[]
2026-06-01,13:46:31.266524,[]
2026-06-01,13:46:31.299857,[]
2026-06-01,13:46:31.333190,[]
2026-06-01,13:46:31.366523,[]
2026-06-01,13:46:31.399856,[]
2026-06-01,13:46:31.433189,[]
2026-06-01,13:46:31.466522,[]
2026-06-01,13:46:31.499855,[]
2026-06-01,13:46:31.533188,[]
2026-06-01,13:46:31.566521,[]
2026-06-01,13:46:31.599854,[]
2026-06-01,13:46:31.633187,[]
2026-06-01,13:46:31.666520,[]
2026-06-01,13:46:31.699853,[]
2026-06-01,13:46:31.733186,[]
2026-06-01,13:46:31.766519,[]
2026-06-01,13:46:31.799852,[]
2026-06-01,13:46:31.833185,[]
2026-06-01,13:46:31.866518,[]
2026-06-01,13:46:31.899851,[]
2026-06-01,13:46:31.933184,[]
2026-06-01,13:46:31.966517,[]
2026-06-01,13:46:31.999850,[]
2026-06-01,13:46:32.033183,[]
2026-06-01,13:46:32.066516,[]
2026-06-01,13:46:32.099849,[]
2026-06-01,13:46:32.133182,[]
2026-06-01,13:46:32.166515,[]
2026-06-01,13:46:32.199848,[]
2026-06-01,13:46:32.233181,[]
2026-06-01,13:46:32.266514,[]
2026-06-01,13:46:32.299847,[]
2026-06-01,13:46:32.333180,[]
2026-06-01,13:46:32.366513,[]
2026-06-01,13:46:32.399846,[]
2026-06-01,13:46:32.433179,[]
2026-06-01,13:46:32.466512,[]
2026-06-01,13:46:32.499845,[]
2026-06-01,13:46:32.533178,[]
2026-06-01,13:46:32.566511,[]
2026-06-01,13:46:32.599844,[]
2026-06-01,13:46:32.633177,[]
2026-06-01,13:46:32.666510,[]
2026-06-01,13:46:32.699843,[]
2026-06-01,13:46:32.733176,[]
2026-06-01,13:46:32.766509,[]
2026-06-01,13:46:32.799842,[]
2026-06-01,13:46:32.833175,[]
2026-06-01,13:46:32.866508,[]
2026-06-01,13:46:32.899841,[]
2026-06-01,13:46:32.933174,[]
2026-06-01,13:46:32.966507,[]
2026-06-01,13:46:32.999840,[]
2026-06-01,13:46:33.033173,[]
2026-06-01,13:46:33.066506,[]
2026-06-01,13:46:33.099839,[]
2026-06-01,13:46:33.133172,[]
2026-06-01,13:46:33.166505,[]
2026-06-01,13:46:33.199838,[]
2026-06-01,13:46:33.233171,[]
2026-06-01,13:46:33.266504,[]
2026-06-01,13:46:33.299837,[]
2026-06-01,13:46:33.333170,[]
2026-06-01,13:46:33.366503,[]
2026-06-01,13:46:33.399836,[]
2026-06-01,13:46:33.433169,[]
2026-06-01,13:46:33.466502,[]
2026-06-01,13:46:33.499835,[]
2026-06-01,13:46:33.533168,[]
2026-06-01,13:46:33.566501,[]
2026-06-01,13:46:33.599834,[]
2026-06-01,13:46:33.633167,[]
2026-06-01,13:46:33.666500,[]
2026-06-01,13:46:33.699833,[]
2026-06-01,13:46:33.733166,[]
2026-06-01,13:46:33.766499,[]
2026-06-01,13:46:33.799832,[]
2026-06-01,13:46:33.833165,[]
2026-06-01,13:46:33.866498,[]
2026-06-01,13:46:33.899831,[]
2026-06-01,13:46:33.933164,[]
2026-06-01,13:46:33.966497,[]
