Date,Time,Particle_Count
06/10/2026,12:48:28,"3510
"
06/10/2026,12:48:29,"3530
"
06/10/2026,12:48:30,"3540
"
06/10/2026,12:48:31,"3630
"
06/10/2026,12:48:32,"3660
"
06/10/2026,12:48:33,"3480
"
06/10/2026,12:48:34,"3540
"
06/10/2026,12:48:35,"3550
"
06/10/2026,12:48:36,"3560
"
06/10/2026,12:48:37,"3570
"
06/10/2026,12:48:38,"3730
"
06/10/2026,12:48:39,"3700
"
06/10/2026,12:48:40,"3710
"
06/10/2026,12:48:41,"3760
"
06/10/2026,12:48:42,"3760
"
06/10/2026,12:48:43,"3630
"
06/10/2026,12:48:44,"3710
"
06/10/2026,12:48:45,"3770
"
06/10/2026,12:48:46,"3770
"
06/10/2026,12:48:47,"3750
"
06/10/2026,12:48:48,"3690
"
06/10/2026,12:48:49,"3960
"
06/10/2026,12:48:50,"4150
"
06/10/2026,12:48:51,"4060
"
06/10/2026,12:48:52,"4040
"
06/10/2026,12:48:53,"4030
"
06/10/2026,12:48:54,"4070
"
06/10/2026,12:48:55,"4380
"
06/10/2026,12:48:56,"4830
"
06/10/2026,12:48:57,"4870
"
06/10/2026,12:48:58,"4630
"
06/10/2026,12:48:59,"4180
"
06/10/2026,12:49:00,"3940
"
06/10/2026,12:49:01,"3740
"
06/10/2026,12:49:02,"3840
"
06/10/2026,12:49:03,"3690
"
06/10/2026,12:49:04,"3530
"
06/10/2026,12:49:05,"3600
"
06/10/2026,12:49:06,"3510
"
06/10/2026,12:49:07,"3430
"
06/10/2026,12:49:08,"3450
"
06/10/2026,12:49:09,"3480
"
06/10/2026,12:49:10,"3410
"
06/10/2026,12:49:11,"3400
"
06/10/2026,12:49:12,"3390
"
06/10/2026,12:49:13,"3410
"
06/10/2026,12:49:14,"3390
"
06/10/2026,12:49:15,"3440
"
06/10/2026,12:49:16,"3390
"
06/10/2026,12:49:17,"3310
"
06/10/2026,12:49:18,"3410
"
06/10/2026,12:49:19,"3370
"
06/10/2026,12:49:20,"3320
"
06/10/2026,12:49:21,"3320
"
06/10/2026,12:49:22,"3330
"
06/10/2026,12:49:23,"3350
"
06/10/2026,12:49:24,"3500
"
06/10/2026,12:49:25,"3390
"
06/10/2026,12:49:26,"3450
"
06/10/2026,12:49:27,"3450
"
06/10/2026,12:49:28,"3500
"
06/10/2026,12:49:29,"3520
"
06/10/2026,12:49:30,"3530
"
06/10/2026,12:49:31,"3390
"
06/10/2026,12:49:32,"3370
"
06/10/2026,12:49:33,"3280
"
06/10/2026,12:49:34,"3370
"
06/10/2026,12:49:35,"3390
"
06/10/2026,12:49:36,"3350
"
06/10/2026,12:49:37,"3360
"
06/10/2026,12:49:38,"3360
"
06/10/2026,12:49:39,"3420
"
06/10/2026,12:49:40,"3370
"
06/10/2026,12:49:41,"3350
"
06/10/2026,12:49:42,"3360
"
06/10/2026,12:49:43,"3280
"
06/10/2026,12:49:44,"3280
"
06/10/2026,12:49:45,"3330
"
06/10/2026,12:49:46,"3460
"
06/10/2026,12:49:47,"3420
"
06/10/2026,12:49:48,"3340
"
06/10/2026,12:49:49,"3380
"
06/10/2026,12:49:50,"3370
"
06/10/2026,12:49:51,"3270
"
06/10/2026,12:49:52,"3410
"
06/10/2026,12:49:53,"3310
"
06/10/2026,12:49:54,"3250
"
06/10/2026,12:49:55,"3270
"
06/10/2026,12:49:56,"3210
"
06/10/2026,12:49:57,"3110
"
06/10/2026,12:49:58,"3180
"
06/10/2026,12:49:59,"3240
"
06/10/2026,12:50:00,"3570
"
06/10/2026,12:50:01,"3550
"
06/10/2026,12:50:02,"3380
"
06/10/2026,12:50:03,"3390
"
06/10/2026,12:50:04,"3320
"
06/10/2026,12:50:05,"3530
"
06/10/2026,12:50:06,"3580
"
06/10/2026,12:50:07,"4070
"
06/10/2026,12:50:08,"4180
"
06/10/2026,12:50:09,"4310
"
06/10/2026,12:50:10,"4400
"
06/10/2026,12:50:11,"4420
"
06/10/2026,12:50:12,"4690
"
06/10/2026,12:50:13,"4610
"
06/10/2026,12:50:14,"4970
"
06/10/2026,12:50:15,"4720
"
06/10/2026,12:50:16,"4770
"
06/10/2026,12:50:17,"4700
"
06/10/2026,12:50:18,"4590
"
06/10/2026,12:50:19,"4620
"
06/10/2026,12:50:20,"4650
"
06/10/2026,12:50:21,"4690
"
06/10/2026,12:50:22,"4430
"
06/10/2026,12:50:23,"4160
"
06/10/2026,12:50:24,"4060
"
06/10/2026,12:50:25,"4000
"
06/10/2026,12:50:26,"3640
"
06/10/2026,12:50:27,"3510
"
06/10/2026,12:50:28,"3580
"
06/10/2026,12:50:29,"3580
"
06/10/2026,12:50:30,"3600
"
06/10/2026,12:50:31,"3620
"
06/10/2026,12:50:32,"3780
"
06/10/2026,12:50:33,"3710
"
06/10/2026,12:50:34,"3680
"
06/10/2026,12:50:35,"3680
"
06/10/2026,12:50:36,"3690
"
06/10/2026,12:50:37,"3640
"
06/10/2026,12:50:38,"3800
"
06/10/2026,12:50:39,"3870
"
06/10/2026,12:50:40,"3860
"
06/10/2026,12:50:41,"3780
"
06/10/2026,12:50:42,"3880
"
06/10/2026,12:50:43,"3880
"
06/10/2026,12:50:44,"3950
"
06/10/2026,12:50:45,"3890
"
06/10/2026,12:50:46,"4000
"
06/10/2026,12:50:47,"4070
"
06/10/2026,12:50:48,"4010
"
06/10/2026,12:50:49,"3970
"
06/10/2026,12:50:50,"3820
"
06/10/2026,12:50:51,"3910
"
06/10/2026,12:50:52,"3920
"
06/10/2026,12:50:53,"3910
"
06/10/2026,12:50:54,"3900
"
06/10/2026,12:50:55,"3860
"
06/10/2026,12:50:56,"3800
"
06/10/2026,12:50:57,"3900
"
06/10/2026,12:50:58,"3920
"
06/10/2026,12:50:59,"3750
"
06/10/2026,12:51:00,"3770
"
06/10/2026,12:51:01,"4020
"
06/10/2026,12:51:02,"3880
"
06/10/2026,12:51:03,"3930
"
06/10/2026,12:51:04,"4040
"
06/10/2026,12:51:05,"4120
"
06/10/2026,12:51:06,"4230
"
06/10/2026,12:51:07,"4290
"
06/10/2026,12:51:08,"4190
"
06/10/2026,12:51:09,"4110
"
06/10/2026,12:51:10,"3940
"
06/10/2026,12:51:11,"3820
"
06/10/2026,12:51:12,"4020
"
06/10/2026,12:51:13,"4520
"
06/10/2026,12:51:14,"4790
"
06/10/2026,12:51:15,"5370
"
06/10/2026,12:51:16,"5470
"
06/10/2026,12:51:17,"5440
"
06/10/2026,12:51:18,"5110
"
06/10/2026,12:51:19,"4910
"
06/10/2026,12:51:20,"4940
"
06/10/2026,12:51:21,"4630
"
06/10/2026,12:51:22,"4560
"
06/10/2026,12:51:23,"4620
"
06/10/2026,12:51:24,"4790
"
06/10/2026,12:51:25,"4500
"
06/10/2026,12:51:26,"4250
"
06/10/2026,12:51:27,"4080
"
06/10/2026,12:51:28,"4000
"
06/10/2026,12:51:29,"4090
"
06/10/2026,12:51:30,"4210
"
06/10/2026,12:51:31,"4140
"
06/10/2026,12:51:32,"4200
"
06/10/2026,12:51:33,"4490
"
06/10/2026,12:51:34,"4490
"
06/10/2026,12:51:35,"4210
"
06/10/2026,12:51:36,"4170
"
06/10/2026,12:51:37,"4660
"
06/10/2026,12:51:38,"4490
"
06/10/2026,12:51:39,"4170
"
06/10/2026,12:51:40,"4050
"
06/10/2026,12:51:41,"4190
"
06/10/2026,12:51:42,"4190
"
06/10/2026,12:51:43,"4520
"
06/10/2026,12:51:44,"4630
"
06/10/2026,12:51:45,"4770
"
06/10/2026,12:51:46,"4840
"
06/10/2026,12:51:47,"4570
"
06/10/2026,12:51:48,"4610
"
06/10/2026,12:51:49,"4580
"
06/10/2026,12:51:50,"4220
"
06/10/2026,12:51:51,"4390
"
06/10/2026,12:51:52,"4400
"
06/10/2026,12:51:53,"4410
"
06/10/2026,12:51:54,"4390
"
06/10/2026,12:51:55,"4280
"
06/10/2026,12:51:56,"4450
"
06/10/2026,12:51:57,"4250
"
06/10/2026,12:51:58,"4140
"
06/10/2026,12:51:59,"4080
"
06/10/2026,12:52:00,"4080
"
06/10/2026,12:52:01,"4280
"
06/10/2026,12:52:02,"4410
"
06/10/2026,12:52:03,"4420
"
06/10/2026,12:52:04,"4500
"
06/10/2026,12:52:05,"4520
"
06/10/2026,12:52:06,"4470
"
06/10/2026,12:52:07,"3890
"
06/10/2026,12:52:08,"4600
"
06/10/2026,12:52:09,"4630
"
06/10/2026,12:52:10,"4660
"
06/10/2026,12:52:11,"4860
"
06/10/2026,12:52:12,"4930
"
06/10/2026,12:52:13,"4900
"
06/10/2026,12:52:14,"4980
"
06/10/2026,12:52:15,"4970
"
06/10/2026,12:52:16,"5050
"
06/10/2026,12:52:17,"5240
"
06/10/2026,12:52:18,"4480
"
06/10/2026,12:52:19,"4490
"
06/10/2026,12:52:20,"3890
"
06/10/2026,12:52:21,"4000
"
06/10/2026,12:52:22,"4530
"
06/10/2026,12:52:23,"4170
"
06/10/2026,12:52:24,"4270
"
06/10/2026,12:52:25,"3820
"
06/10/2026,12:52:26,"4170
"
06/10/2026,12:52:27,"4350
"
06/10/2026,12:52:28,"3900
"
06/10/2026,12:52:29,"4140
"
06/10/2026,12:52:30,"4040
"
06/10/2026,12:52:31,"4080
"
06/10/2026,12:52:32,"4150
"
06/10/2026,12:52:33,"5030
"
06/10/2026,12:52:34,"5230
"
06/10/2026,12:52:35,"5470
"
06/10/2026,12:52:36,"4800
"
06/10/2026,12:52:37,"4520
"
06/10/2026,12:52:38,"4320
"
06/10/2026,12:52:39,"4250
"
06/10/2026,12:52:40,"4070
"
06/10/2026,12:52:41,"4290
"
06/10/2026,12:52:42,"3940
"
06/10/2026,12:52:43,"4320
"
06/10/2026,12:52:44,"3950
"
06/10/2026,12:52:45,"4310
"
06/10/2026,12:52:46,"3940
"
06/10/2026,12:52:47,"4290
"
06/10/2026,12:52:48,"3950
"
06/10/2026,12:52:49,"4250
"
06/10/2026,12:52:50,"4170
"
06/10/2026,12:52:51,"4460
"
06/10/2026,12:52:52,"4130
"
06/10/2026,12:52:53,"4310
"
06/10/2026,12:52:54,"4330
"
06/10/2026,12:52:55,"4180
"
06/10/2026,12:52:56,"4590
"
06/10/2026,12:52:57,"4260
"
06/10/2026,12:52:58,"4200
"
06/10/2026,12:52:59,"4620
"
06/10/2026,12:53:00,"4370
"
06/10/2026,12:53:01,"4330
"
06/10/2026,12:53:02,"4390
"
06/10/2026,12:53:03,"4620
"
06/10/2026,12:53:04,"4420
"
06/10/2026,12:53:05,"4430
"
06/10/2026,12:53:06,"4580
"
06/10/2026,12:53:07,"5160
"
06/10/2026,12:53:08,"5740
"
06/10/2026,12:53:09,"6320
"
06/10/2026,12:53:10,"5960
"
06/10/2026,12:53:11,"5030
"
06/10/2026,12:53:12,"4500
"
06/10/2026,12:53:13,"4730
"
06/10/2026,12:53:14,"4450
"
06/10/2026,12:53:15,"3940
"
06/10/2026,12:53:16,"3710
"
06/10/2026,12:53:17,"3760
"
06/10/2026,12:53:18,"3770
"
06/10/2026,12:53:19,"3940
"
06/10/2026,12:53:20,"4170
"
06/10/2026,12:53:21,"4380
"
06/10/2026,12:53:22,"3990
"
06/10/2026,12:53:23,"3810
"
06/10/2026,12:53:24,"3990
"
06/10/2026,12:53:25,"3710
"
06/10/2026,12:53:26,"3650
"
06/10/2026,12:53:27,"3720
"
06/10/2026,12:53:28,"3810
"
06/10/2026,12:53:29,"3850
"
06/10/2026,12:53:30,"4550
"
06/10/2026,12:53:31,"5810
"
06/10/2026,12:53:32,"6030
"
06/10/2026,12:53:33,"6680
"
06/10/2026,12:53:34,"6310
"
06/10/2026,12:53:35,"5960
"
06/10/2026,12:53:36,"5420
"
06/10/2026,12:53:37,"5230
"
06/10/2026,12:53:38,"4930
"
06/10/2026,12:53:39,"4360
"
06/10/2026,12:53:40,"4260
"
06/10/2026,12:53:41,"4330
"
06/10/2026,12:53:42,"4290
"
06/10/2026,12:53:43,"4260
"
06/10/2026,12:53:44,"4400
"
06/10/2026,12:53:45,"4400
"
06/10/2026,12:53:46,"4310
"
06/10/2026,12:53:47,"3810
"
06/10/2026,12:53:48,"3920
"
06/10/2026,12:53:49,"3890
"
06/10/2026,12:53:50,"3900
"
06/10/2026,12:53:51,"3910
"
06/10/2026,12:53:52,"3910
"
06/10/2026,12:53:53,"3840
"
06/10/2026,12:53:54,"3870
"
06/10/2026,12:53:55,"3840
"
06/10/2026,12:53:56,"3930
"
06/10/2026,12:53:57,"4040
"
06/10/2026,12:53:58,"4160
"
06/10/2026,12:53:59,"4360
"
06/10/2026,12:54:00,"4400
"
06/10/2026,12:54:01,"4250
"
06/10/2026,12:54:02,"4420
"
06/10/2026,12:54:03,"4700
"
06/10/2026,12:54:04,"4850
"
06/10/2026,12:54:05,"5210
"
06/10/2026,12:54:06,"4480
"
06/10/2026,12:54:07,"4560
"
06/10/2026,12:54:08,"4290
"
06/10/2026,12:54:09,"4460
"
06/10/2026,12:54:10,"5170
"
06/10/2026,12:54:11,"5670
"
06/10/2026,12:54:12,"4840
"
06/10/2026,12:54:13,"4740
"
06/10/2026,12:54:14,"5090
"
06/10/2026,12:54:15,"4500
"
06/10/2026,12:54:16,"4280
"
06/10/2026,12:54:17,"4480
"
06/10/2026,12:54:18,"4480
"
06/10/2026,12:54:19,"4110
"
06/10/2026,12:54:20,"4110
"
06/10/2026,12:54:21,"3870
"
06/10/2026,12:54:22,"3970
"
06/10/2026,12:54:23,"3870
"
06/10/2026,12:54:24,"3930
"
06/10/2026,12:54:25,"4000
"
06/10/2026,12:54:26,"3830
"
06/10/2026,12:54:27,"3880
"
06/10/2026,12:54:28,"3950
"
06/10/2026,12:54:29,"3910
"
06/10/2026,12:54:30,"3920
"
06/10/2026,12:54:31,"3940
"
06/10/2026,12:54:32,"3920
"
06/10/2026,12:54:33,"3900
"
06/10/2026,12:54:34,"3970
"
06/10/2026,12:54:35,"3850
"
06/10/2026,12:54:36,"3930
"
06/10/2026,12:54:37,"3860
"
06/10/2026,12:54:38,"3840
"
06/10/2026,12:54:39,"3850
"
06/10/2026,12:54:40,"3780
"
06/10/2026,12:54:41,"3820
"
06/10/2026,12:54:42,"3860
"
06/10/2026,12:54:43,"3940
"
06/10/2026,12:54:44,"3800
"
06/10/2026,12:54:45,"3840
"
06/10/2026,12:54:46,"3720
"
06/10/2026,12:54:47,"3810
"
06/10/2026,12:54:48,"3670
"
06/10/2026,12:54:49,"3720
"
06/10/2026,12:54:50,"3710
"
06/10/2026,12:54:51,"3740
"
06/10/2026,12:54:52,"3720
"
06/10/2026,12:54:53,"3780
"
06/10/2026,12:54:54,"3820
"
06/10/2026,12:54:55,"3730
"
06/10/2026,12:54:56,"3800
"
06/10/2026,12:54:57,"3930
"
06/10/2026,12:54:58,"3840
"
06/10/2026,12:54:59,"3940
"
06/10/2026,12:55:00,"3920
"
06/10/2026,12:55:01,"4020
"
06/10/2026,12:55:02,"4040
"
06/10/2026,12:55:03,"4070
"
06/10/2026,12:55:04,"4140
"
06/10/2026,12:55:05,"4170
"
06/10/2026,12:55:06,"4120
"
06/10/2026,12:55:07,"4170
"
06/10/2026,12:55:08,"4080
"
06/10/2026,12:55:09,"3990
"
06/10/2026,12:55:10,"3990
"
06/10/2026,12:55:11,"4010
"
06/10/2026,12:55:12,"4110
"
06/10/2026,12:55:13,"4070
"
06/10/2026,12:55:14,"4150
"
06/10/2026,12:55:15,"4130
"
06/10/2026,12:55:16,"4090
"
06/10/2026,12:55:17,"4150
"
06/10/2026,12:55:18,"4190
"
06/10/2026,12:55:19,"4190
"
06/10/2026,12:55:20,"4290
"
06/10/2026,12:55:21,"4370
"
06/10/2026,12:55:22,"4460
"
06/10/2026,12:55:23,"4490
"
06/10/2026,12:55:24,"4570
"
06/10/2026,12:55:25,"4470
"
06/10/2026,12:55:26,"4320
"
06/10/2026,12:55:27,"4240
"
06/10/2026,12:55:28,"4120
"
06/10/2026,12:55:29,"3880
"
06/10/2026,12:55:30,"3900
"
06/10/2026,12:55:31,"4030
"
06/10/2026,12:55:32,"4220
"
06/10/2026,12:55:33,"4200
"
06/10/2026,12:55:34,"4510
"
06/10/2026,12:55:35,"4660
"
06/10/2026,12:55:36,"4400
"
06/10/2026,12:55:37,"4280
"
06/10/2026,12:55:38,"4140
"
06/10/2026,12:55:39,"4070
"
06/10/2026,12:55:40,"4000
"
06/10/2026,12:55:41,"4120
"
06/10/2026,12:55:42,"4100
"
06/10/2026,12:55:43,"4080
"
06/10/2026,12:55:44,"3980
"
06/10/2026,12:55:45,"4120
"
06/10/2026,12:55:46,"4140
"
06/10/2026,12:55:47,"4160
"
06/10/2026,12:55:48,"4160
"
06/10/2026,12:55:49,"4110
"
06/10/2026,12:55:50,"4120
"
06/10/2026,12:55:51,"4220
"
06/10/2026,12:55:52,"4120
"
06/10/2026,12:55:53,"4060
"
06/10/2026,12:55:54,"4140
"
06/10/2026,12:55:55,"4120
"
06/10/2026,12:55:56,"4050
"
06/10/2026,12:55:57,"4070
"
06/10/2026,12:55:58,"4180
"
06/10/2026,12:55:59,"4100
"
06/10/2026,12:56:00,"4110
"
06/10/2026,12:56:01,"4160
"
06/10/2026,12:56:02,"4130
"
06/10/2026,12:56:03,"4060
"
06/10/2026,12:56:04,"4010
"
06/10/2026,12:56:05,"4130
"
06/10/2026,12:56:06,"4120
"
06/10/2026,12:56:07,"4130
"
