Date,Time,plates
2026-06-10,12:57:00.348820,[]
2026-06-10,12:57:00.382187,[]
2026-06-10,12:57:00.415554,[]
2026-06-10,12:57:00.448921,[]
2026-06-10,12:57:00.482288,[]
2026-06-10,12:57:00.515655,[]
2026-06-10,12:57:00.549022,[]
2026-06-10,12:57:00.582389,[]
2026-06-10,12:57:00.615756,[]
2026-06-10,12:57:00.649123,[]
2026-06-10,12:57:00.682490,[]
2026-06-10,12:57:00.715857,[]
2026-06-10,12:57:00.749224,[]
2026-06-10,12:57:00.782591,[]
2026-06-10,12:57:00.815958,[]
2026-06-10,12:57:00.849325,[]
2026-06-10,12:57:00.882692,[]
2026-06-10,12:57:00.916059,[]
2026-06-10,12:57:00.949426,[]
2026-06-10,12:57:00.982793,[]
2026-06-10,12:57:01.016160,[]
2026-06-10,12:57:01.049527,[]
2026-06-10,12:57:01.082894,[]
2026-06-10,12:57:01.116261,[]
2026-06-10,12:57:01.149628,[]
2026-06-10,12:57:01.182995,[]
2026-06-10,12:57:01.216362,[]
2026-06-10,12:57:01.249729,[]
2026-06-10,12:57:01.283096,[]
2026-06-10,12:57:01.316463,[]
2026-06-10,12:57:01.349830,[]
2026-06-10,12:57:01.383197,[]
2026-06-10,12:57:01.416564,[]
2026-06-10,12:57:01.449931,[]
2026-06-10,12:57:01.483298,[]
2026-06-10,12:57:01.516665,[]
2026-06-10,12:57:01.550032,[]
2026-06-10,12:57:01.583399,[]
2026-06-10,12:57:01.616766,[]
2026-06-10,12:57:01.650133,[]
2026-06-10,12:57:01.683500,[]
2026-06-10,12:57:01.716867,[]
2026-06-10,12:57:01.750234,[]
2026-06-10,12:57:01.783601,[]
2026-06-10,12:57:01.816968,[]
2026-06-10,12:57:01.850335,[]
2026-06-10,12:57:01.883702,[]
2026-06-10,12:57:01.917069,[]
2026-06-10,12:57:01.950436,[]
2026-06-10,12:57:01.983803,[]
2026-06-10,12:57:02.017170,[]
2026-06-10,12:57:02.050537,[]
2026-06-10,12:57:02.083904,[]
2026-06-10,12:57:02.117271,[]
2026-06-10,12:57:02.150638,[]
2026-06-10,12:57:02.184005,[]
2026-06-10,12:57:02.217372,[]
2026-06-10,12:57:02.250739,[]
2026-06-10,12:57:02.284106,[]
2026-06-10,12:57:02.317473,[]
2026-06-10,12:57:02.350840,[]
2026-06-10,12:57:02.384207,[]
2026-06-10,12:57:02.417574,[]
2026-06-10,12:57:02.450941,[]
2026-06-10,12:57:02.484308,[]
2026-06-10,12:57:02.517675,[]
2026-06-10,12:57:02.551042,[]
2026-06-10,12:57:02.584409,[]
2026-06-10,12:57:02.617776,[]
2026-06-10,12:57:02.651143,[]
2026-06-10,12:57:02.684510,[]
2026-06-10,12:57:02.717877,[]
2026-06-10,12:57:02.751244,[]
2026-06-10,12:57:02.784611,[]
2026-06-10,12:57:02.817978,[]
2026-06-10,12:57:02.851345,[]
2026-06-10,12:57:02.884712,[]
2026-06-10,12:57:02.918079,[]
2026-06-10,12:57:02.951446,[]
2026-06-10,12:57:02.984813,[]
2026-06-10,12:57:03.018180,[]
2026-06-10,12:57:03.051547,[]
2026-06-10,12:57:03.084914,[]
2026-06-10,12:57:03.118281,[]
2026-06-10,12:57:03.151648,[]
2026-06-10,12:57:03.185015,[]
2026-06-10,12:57:03.218382,[]
2026-06-10,12:57:03.251749,[]
2026-06-10,12:57:03.285116,[]
2026-06-10,12:57:03.318483,[]
2026-06-10,12:57:03.351850,[]
2026-06-10,12:57:03.385217,[]
2026-06-10,12:57:03.418584,[]
2026-06-10,12:57:03.451951,[]
2026-06-10,12:57:03.485318,[]
2026-06-10,12:57:03.518685,[]
2026-06-10,12:57:03.552052,[]
2026-06-10,12:57:03.585419,[]
2026-06-10,12:57:03.618786,[]
2026-06-10,12:57:03.652153,[]
2026-06-10,12:57:03.685520,[]
2026-06-10,12:57:03.718887,[]
2026-06-10,12:57:03.752254,[]
2026-06-10,12:57:03.785621,[]
2026-06-10,12:57:03.818988,[]
2026-06-10,12:57:03.852355,[]
2026-06-10,12:57:03.885722,[]
2026-06-10,12:57:03.919089,[]
2026-06-10,12:57:03.952456,[]
2026-06-10,12:57:03.985823,[]
2026-06-10,12:57:04.019190,[]
2026-06-10,12:57:04.052557,[]
2026-06-10,12:57:04.085924,[]
2026-06-10,12:57:04.119291,[]
2026-06-10,12:57:04.152658,[]
2026-06-10,12:57:04.186025,[]
2026-06-10,12:57:04.219392,[]
2026-06-10,12:57:04.252759,[]
2026-06-10,12:57:04.286126,[]
2026-06-10,12:57:04.319493,[]
2026-06-10,12:57:04.352860,[]
2026-06-10,12:57:04.386227,[]
2026-06-10,12:57:04.419594,[]
2026-06-10,12:57:04.452961,[]
2026-06-10,12:57:04.486328,[]
2026-06-10,12:57:04.519695,[]
2026-06-10,12:57:04.553062,[]
2026-06-10,12:57:04.586429,[]
2026-06-10,12:57:04.619796,[]
2026-06-10,12:57:04.653163,[]
2026-06-10,12:57:04.686530,[]
2026-06-10,12:57:04.719897,[]
2026-06-10,12:57:04.753264,[]
2026-06-10,12:57:04.786631,[]
2026-06-10,12:57:04.819998,[]
2026-06-10,12:57:04.853365,[]
2026-06-10,12:57:04.886732,[]
2026-06-10,12:57:04.920099,[]
2026-06-10,12:57:04.953466,[]
2026-06-10,12:57:04.986833,[]
2026-06-10,12:57:05.020200,[]
2026-06-10,12:57:05.053567,[]
2026-06-10,12:57:05.086934,[]
2026-06-10,12:57:05.120301,[]
2026-06-10,12:57:05.153668,[]
2026-06-10,12:57:05.187035,[]
2026-06-10,12:57:05.220402,[]
2026-06-10,12:57:05.253769,[]
2026-06-10,12:57:05.287136,[]
2026-06-10,12:57:05.320503,[]
2026-06-10,12:57:05.353870,[]
2026-06-10,12:57:05.387237,[]
2026-06-10,12:57:05.420604,[]
2026-06-10,12:57:05.453971,[]
2026-06-10,12:57:05.487338,[]
2026-06-10,12:57:05.520705,[]
2026-06-10,12:57:05.554072,[]
2026-06-10,12:57:05.587439,[]
2026-06-10,12:57:05.620806,[]
2026-06-10,12:57:05.654173,[]
2026-06-10,12:57:05.687540,[]
2026-06-10,12:57:05.720907,[]
2026-06-10,12:57:05.754274,[]
2026-06-10,12:57:05.787641,[]
2026-06-10,12:57:05.821008,[]
2026-06-10,12:57:05.854375,[]
2026-06-10,12:57:05.887742,[]
2026-06-10,12:57:05.921109,[]
2026-06-10,12:57:05.954476,[]
2026-06-10,12:57:05.987843,[]
2026-06-10,12:57:06.021210,[]
2026-06-10,12:57:06.054577,[]
2026-06-10,12:57:06.087944,[]
2026-06-10,12:57:06.121311,[]
2026-06-10,12:57:06.154678,[]
2026-06-10,12:57:06.188045,[]
2026-06-10,12:57:06.221412,[]
2026-06-10,12:57:06.254779,[]
2026-06-10,12:57:06.288146,[]
2026-06-10,12:57:06.321513,[]
2026-06-10,12:57:06.354880,[]
2026-06-10,12:57:06.388247,[]
2026-06-10,12:57:06.421614,[]
2026-06-10,12:57:06.454981,[]
2026-06-10,12:57:06.488348,[]
2026-06-10,12:57:06.521715,[]
2026-06-10,12:57:06.555082,[]
2026-06-10,12:57:06.588449,[]
2026-06-10,12:57:06.621816,[]
2026-06-10,12:57:06.655183,[]
2026-06-10,12:57:06.688550,[]
2026-06-10,12:57:06.721917,[]
2026-06-10,12:57:06.755284,[]
2026-06-10,12:57:06.788651,[]
2026-06-10,12:57:06.822018,[]
2026-06-10,12:57:06.855385,[]
2026-06-10,12:57:06.888752,[]
2026-06-10,12:57:06.922119,[]
2026-06-10,12:57:06.955486,[]
2026-06-10,12:57:06.988853,[]
2026-06-10,12:57:07.022220,[]
2026-06-10,12:57:07.055587,[]
2026-06-10,12:57:07.088954,[]
2026-06-10,12:57:07.122321,[]
2026-06-10,12:57:07.155688,[]
2026-06-10,12:57:07.189055,[]
2026-06-10,12:57:07.222422,[]
2026-06-10,12:57:07.255789,[]
2026-06-10,12:57:07.289156,[]
2026-06-10,12:57:07.322523,[]
2026-06-10,12:57:07.355890,[]
2026-06-10,12:57:07.389257,[]
2026-06-10,12:57:07.422624,[]
2026-06-10,12:57:07.455991,[]
2026-06-10,12:57:07.489358,[]
2026-06-10,12:57:07.522725,[]
2026-06-10,12:57:07.556092,[]
2026-06-10,12:57:07.589459,[]
2026-06-10,12:57:07.622826,[]
2026-06-10,12:57:07.656193,[]
2026-06-10,12:57:07.689560,[]
2026-06-10,12:57:07.722927,[]
2026-06-10,12:57:07.756294,[]
2026-06-10,12:57:07.789661,[]
2026-06-10,12:57:07.823028,[]
2026-06-10,12:57:07.856395,[]
2026-06-10,12:57:07.889762,[]
2026-06-10,12:57:07.923129,[]
2026-06-10,12:57:07.956496,[]
2026-06-10,12:57:07.989863,[]
2026-06-10,12:57:08.023230,[]
2026-06-10,12:57:08.056597,[]
2026-06-10,12:57:08.089964,[]
2026-06-10,12:57:08.123331,[]
2026-06-10,12:57:08.156698,[]
2026-06-10,12:57:08.190065,[]
2026-06-10,12:57:08.223432,[]
2026-06-10,12:57:08.256799,[]
2026-06-10,12:57:08.290166,[]
2026-06-10,12:57:08.323533,[]
2026-06-10,12:57:08.356900,[]
2026-06-10,12:57:08.390267,[]
2026-06-10,12:57:08.423634,[]
2026-06-10,12:57:08.457001,[]
2026-06-10,12:57:08.490368,[]
2026-06-10,12:57:08.523735,[]
2026-06-10,12:57:08.557102,[]
2026-06-10,12:57:08.590469,[]
2026-06-10,12:57:08.623836,[]
2026-06-10,12:57:08.657203,[]
2026-06-10,12:57:08.690570,[]
2026-06-10,12:57:08.723937,[]
2026-06-10,12:57:08.757304,[]
2026-06-10,12:57:08.790671,[]
2026-06-10,12:57:08.824038,[]
2026-06-10,12:57:08.857405,[]
2026-06-10,12:57:08.890772,[]
2026-06-10,12:57:08.924139,[]
2026-06-10,12:57:08.957506,[]
2026-06-10,12:57:08.990873,[]
2026-06-10,12:57:09.024240,[]
2026-06-10,12:57:09.057607,[]
2026-06-10,12:57:09.090974,[]
2026-06-10,12:57:09.124341,[]
2026-06-10,12:57:09.157708,[]
2026-06-10,12:57:09.191075,[]
2026-06-10,12:57:09.224442,[]
2026-06-10,12:57:09.257809,[]
2026-06-10,12:57:09.291176,[]
2026-06-10,12:57:09.324543,[]
2026-06-10,12:57:09.357910,[]
2026-06-10,12:57:09.391277,[]
2026-06-10,12:57:09.424644,[]
2026-06-10,12:57:09.458011,[]
2026-06-10,12:57:09.491378,[]
